,method,n,d,q,p,time
3479,Multiplication,18,18,32,3,0.918697192500258
3480,KeyGen,20,30,32,3,2.978678449099971
3481,Encryption,20,30,32,3,0.1160689499003638
3482,Decrypt,20,30,32,3,0.005463179999787826
3483,Addition,20,30,32,3,0.00019395869967411272
3484,Multiplication,20,30,32,3,2.9937217250000687
3485,KeyGen,18,20,32,3,1.0117777589999606
3486,Encryption,18,20,32,3,0.04609592010019696
3487,Decrypt,18,20,32,3,0.002478314899781253
3488,Addition,18,20,32,3,0.0011502096996991896
3489,Multiplication,18,20,32,3,1.1217903547003516
3490,KeyGen,18,16,32,3,0.7242878183002176
3491,Encryption,18,16,32,3,0.03129209870021441
3492,Decrypt,18,16,32,3,0.001683737800340168
3493,Addition,18,16,32,3,0.00012394739969749934
3494,Multiplication,18,16,32,3,0.7448994815997139
3495,KeyGen,18,22,32,3,1.1737041933993169
3496,Encryption,18,22,32,3,0.06205494590030867
3497,Decrypt,18,22,32,3,0.002865252099581994
3498,Addition,18,22,32,3,0.00014716779987793415
3499,Multiplication,18,22,32,3,1.2543624338999506
3500,KeyGen,18,4,32,3,0.12113189920055448
3501,Encryption,18,4,32,3,0.0048611100995913144
3502,Decrypt,18,4,32,3,0.00029347960007726216
3503,Addition,18,4,32,3,7.509540009777992e-05
3504,Multiplication,18,4,32,3,0.1087668924999889
3505,KeyGen,18,6,32,3,0.20739715000017894
3506,Encryption,18,6,32,3,0.008304845299426234
3507,Decrypt,18,6,32,3,0.0004853972001001239
3508,Addition,18,6,32,3,8.861160022206604e-05
3509,Multiplication,18,6,32,3,0.17887736100019538
3510,KeyGen,20,32,32,3,3.2790122587997756
3511,Encryption,20,32,32,3,0.13153818650025642
3512,Decrypt,20,32,32,3,0.006045827100024326
3513,Addition,20,32,32,3,0.00020725590002257377
3514,Multiplication,20,32,32,3,3.2975440685004287
3515,KeyGen,18,14,32,3,0.5737612359000195
3516,Encryption,18,14,32,3,0.02564281330051017
3517,Decrypt,18,14,32,3,0.0013855762001185213
3518,Addition,18,14,32,3,0.00011570720016607083
3519,Multiplication,18,14,32,3,0.5779086803995597
3520,KeyGen,18,8,32,3,0.3070798927001306
3521,Encryption,18,8,32,3,0.011712109799555037
3522,Decrypt,18,8,32,3,0.0006588265001482796
3523,Addition,18,8,32,3,9.975590000976808e-05
3524,Multiplication,18,8,32,3,0.2524688828001672
3525,KeyGen,18,1,32,3,0.04961339649962611
3526,Encryption,18,1,32,3,0.002010338100080844
3527,Decrypt,18,1,32,3,0.00018317039939574897
3528,Addition,18,1,32,3,6.680529986624606e-05
3529,Multiplication,18,1,32,3,0.04046475529976305
3530,KeyGen,18,2,32,3,0.07040031319993431
3531,Encryption,18,2,32,3,0.0027451440000731964
3532,Decrypt,18,2,32,3,0.00019252659985795616
3533,Addition,18,2,32,3,6.696120035485365e-05
3534,Multiplication,18,2,32,3,0.062265760300215335
3535,KeyGen,18,24,32,3,1.3859415855004045
3536,Encryption,18,24,32,3,0.06399208690054366
3537,Decrypt,18,24,32,3,0.0033272719003434757
3538,Addition,18,24,32,3,0.00015324490013881586
3539,Multiplication,18,24,32,3,1.4420945596997625
3540,KeyGen,18,10,32,3,0.40235233459970915
3541,Encryption,18,10,32,3,0.016608271400036755
3542,Decrypt,18,10,32,3,0.0009045630999025889
3543,Addition,18,10,32,3,0.0001076710999768693
3544,Multiplication,18,10,32,3,0.36767297390033493
3545,KeyGen,18,12,32,3,0.49298050330035037
3546,Encryption,18,12,32,3,0.020554841199918884
3547,Decrypt,18,12,32,3,0.0011096449998149183
3548,Addition,18,12,32,3,0.00011041409961762839
3549,Multiplication,18,12,32,3,0.49630185260029974
3550,KeyGen,18,26,32,3,1.581882936400507
3551,Encryption,18,26,32,3,0.07827983230017707
3552,Decrypt,18,26,32,3,0.0038582278997637332
3553,Addition,18,26,32,3,0.00017274720012210308
3554,Multiplication,18,26,32,3,1.715910029400402
3555,KeyGen,18,28,32,3,1.7765748414996778
3556,Encryption,18,28,32,3,0.0930272455996601
3557,Decrypt,18,28,32,3,0.004267630699905567
3558,Addition,18,28,32,3,0.00019616169956861995
3559,Multiplication,18,28,32,3,1.9537960854999255
3560,KeyGen,18,30,32,3,2.05345942060012
3561,Encryption,18,30,32,3,0.10645295220019761
3562,Decrypt,18,30,32,3,0.006746401700365823
3563,Addition,18,30,32,3,0.0002609538998513017
3564,Multiplication,18,30,32,3,2.1997663508002008
3565,KeyGen,16,16,32,3,0.5074711246001243
3566,Encryption,16,16,32,3,0.02544795450012316
3567,Decrypt,16,16,32,3,0.001523458900192054
3568,Addition,16,16,32,3,0.00011182420057593845
3569,Multiplication,16,16,32,3,0.5062904188001994
3570,KeyGen,16,18,32,3,0.6349099490005756
3571,Encryption,16,18,32,3,0.031327681100083285
3572,Decrypt,16,18,32,3,0.0018811156995070632
3573,Addition,16,18,32,3,0.00012082920002285392
3574,Multiplication,16,18,32,3,0.6519636582001113
3575,KeyGen,16,20,32,3,0.7413581380002142
3576,Encryption,16,20,32,3,0.039960823699948377
3577,Decrypt,16,20,32,3,0.0022995965999143666
3578,Addition,16,20,32,3,0.0001298253999266308
3579,Multiplication,16,20,32,3,0.7603345252995496
3580,KeyGen,18,32,32,3,2.290214598499733
3581,Encryption,18,32,32,3,0.10993597959968611
3582,Decrypt,18,32,32,3,0.0056129722004698126
3583,Addition,18,32,32,3,0.00018507049971958623
3584,Multiplication,18,32,32,3,2.409048550100124
3585,KeyGen,16,14,32,3,0.43391032239960625
3586,Encryption,16,14,32,3,0.02117772080018767
3587,Decrypt,16,14,32,3,0.0012708401001873427
3588,Addition,16,14,32,3,0.00010758800053736194
3589,Multiplication,16,14,32,3,0.428891504999774
3590,KeyGen,16,22,32,3,0.8448173999997379
3591,Encryption,16,22,32,3,0.04840708889969392
3592,Decrypt,16,22,32,3,0.00257643079967238
3593,Addition,16,22,32,3,0.00013424249991658143
3594,Multiplication,16,22,32,3,0.8693585404005717
3595,KeyGen,16,1,32,3,0.039540340500388994
3596,Encryption,16,1,32,3,0.0017046273998857942
3597,Decrypt,16,1,32,3,0.00014306169978226536
3598,Addition,16,1,32,3,6.436420007958077e-05
3599,Multiplication,16,1,32,3,0.03490263049970963
3600,KeyGen,16,2,32,3,0.051287097499880474
3601,Encryption,16,2,32,3,0.0021878735002246684
3602,Decrypt,16,2,32,3,0.00018352949991822242
3603,Addition,16,2,32,3,6.36642005702015e-05
3604,Multiplication,16,2,32,3,0.041325210500508545
3605,KeyGen,16,6,32,3,0.13655258569997386
3606,Encryption,16,6,32,3,0.00621480099944165
3607,Decrypt,16,6,32,3,0.0004085736996785272
3608,Addition,16,6,32,3,7.79524001700338e-05
3609,Multiplication,16,6,32,3,0.12123475940024946
3610,KeyGen,16,4,32,3,0.09347060229993076
3611,Encryption,16,4,32,3,0.003942435800126987
3612,Decrypt,16,4,32,3,0.00026370800042059274
3613,Addition,16,4,32,3,7.165030037867837e-05
3614,Multiplication,16,4,32,3,0.07480384410009719
3615,KeyGen,16,8,32,3,0.19753557829972124
3616,Encryption,16,8,32,3,0.009261304800020298
3617,Decrypt,16,8,32,3,0.0005842421000124886
3618,Addition,16,8,32,3,8.683369960635901e-05
3619,Multiplication,16,8,32,3,0.18392768379999325
3620,KeyGen,16,24,32,3,0.96413531290018
3621,Encryption,16,24,32,3,0.05014398290004465
3622,Decrypt,16,24,32,3,0.002937777699844446
3623,Addition,16,24,32,3,0.00013886260057915933
3624,Multiplication,16,24,32,3,1.0167672130999563
3625,KeyGen,16,10,32,3,0.2887223324003571
3626,Encryption,16,10,32,3,0.014470578699547331
3627,Decrypt,16,10,32,3,0.000822649600013392
3628,Addition,16,10,32,3,9.687189958640374e-05
3629,Multiplication,16,10,32,3,0.26795381600022666
3630,KeyGen,16,12,32,3,0.3380332854001608
3631,Encryption,16,12,32,3,0.01673632570018526
3632,Decrypt,16,12,32,3,0.0010701473001972772
3633,Addition,16,12,32,3,9.998590030591004e-05
3634,Multiplication,16,12,32,3,0.33181608029990456
3635,KeyGen,16,26,32,3,1.1141858298004081
3636,Encryption,16,26,32,3,0.06055590750038391
3637,Decrypt,16,26,32,3,0.0034826390001398977
3638,Addition,16,26,32,3,0.00015211389982141554
3639,Multiplication,16,26,32,3,1.2095352758995432
3640,KeyGen,16,28,32,3,1.2958129455000744
3641,Encryption,16,28,32,3,0.06834243159973993
3642,Decrypt,16,28,32,3,0.003971357399859698
3643,Addition,16,28,32,3,0.00015925400002743119
3644,Multiplication,16,28,32,3,1.3872028189995036
3645,KeyGen,16,30,32,3,1.4057728581996343
3646,Encryption,16,30,32,3,0.07713016939960653
3647,Decrypt,16,30,32,3,0.010287685199728003
3648,Addition,16,30,32,3,0.00016139810031745583
3649,Multiplication,16,30,32,3,1.5519835299994156
3650,KeyGen,14,18,32,3,0.42510289780038873
3651,Encryption,14,18,32,3,0.02588479680052842
3652,Decrypt,14,18,32,3,0.001669803700497141
3653,Addition,14,18,32,3,0.00010956309997709469
3654,Multiplication,14,18,32,3,0.4373842708002485
3655,KeyGen,14,16,32,3,0.3485488158999942
3656,Encryption,14,16,32,3,0.020262097000522773
3657,Decrypt,14,16,32,3,0.0013952505003544502
3658,Addition,14,16,32,3,0.00010115499972016551
3659,Multiplication,14,16,32,3,0.35478545449950616
3660,KeyGen,14,20,32,3,0.49454785189955147
3661,Encryption,14,20,32,3,0.029539960299734956
3662,Decrypt,14,20,32,3,0.0019361188002221751
3663,Addition,14,20,32,3,0.00011292019989923574
3664,Multiplication,14,20,32,3,0.5241225113000837
3665,KeyGen,14,22,32,3,0.5901136553002289
3666,Encryption,14,22,32,3,0.03410852110027918
3667,Decrypt,14,22,32,3,0.0023550707002868874
3668,Addition,14,22,32,3,0.0001206043001729995
3669,Multiplication,14,22,32,3,0.6151587863998429
3670,KeyGen,14,6,32,3,0.09856441900046775
3671,Encryption,14,6,32,3,0.00542637820035452
3672,Decrypt,14,6,32,3,0.0003786612993280869
3673,Addition,14,6,32,3,7.53293999878224e-05
3674,Multiplication,14,6,32,3,0.08695084040009533
3675,KeyGen,14,14,32,3,0.27821114569960625
3676,Encryption,14,14,32,3,0.01689700030037784
3677,Decrypt,14,14,32,3,0.0010859375994186848
3678,Addition,14,14,32,3,9.575980002409778e-05
3679,Multiplication,14,14,32,3,0.28958020380014204
3680,KeyGen,14,10,32,3,0.17616338380030355
3681,Encryption,14,10,32,3,0.00968947519941139
3682,Decrypt,14,10,32,3,0.0006865650000690948
3683,Addition,14,10,32,3,8.62496002810076e-05
3684,Multiplication,14,10,32,3,0.17166695310006616
3685,KeyGen,16,32,32,3,1.5951929014998314
3686,Encryption,16,32,32,3,0.08784929920002468
3687,Decrypt,16,32,32,3,0.0075727896997705105
3688,Addition,16,32,32,3,0.00016907620010897517
3689,Multiplication,16,32,32,3,1.7435912643006304
3690,KeyGen,14,8,32,3,0.12818422009950153
3691,Encryption,14,8,32,3,0.006990790000418201
3692,Decrypt,14,8,32,3,0.0005028945000958629
3693,Addition,14,8,32,3,7.923150042188354e-05
3694,Multiplication,14,8,32,3,0.12017248909978662
3695,KeyGen,14,1,32,3,0.023346967999532352
3696,Encryption,14,1,32,3,0.0012235492999025156
3697,Decrypt,14,1,32,3,0.00011870320013258606
3698,Addition,14,1,32,3,5.468300005304627e-05
3699,Multiplication,14,1,32,3,0.01996801069981302
3700,KeyGen,14,2,32,3,0.035278524900058984
3701,Encryption,14,2,32,3,0.001751747300295392
3702,Decrypt,14,2,32,3,0.00016332920058630406
3703,Addition,14,2,32,3,6.0689100064337256e-05
3704,Multiplication,14,2,32,3,0.03054839600008563
3705,KeyGen,14,4,32,3,0.058895716900588015
3706,Encryption,14,4,32,3,0.003024442499736324
3707,Decrypt,14,4,32,3,0.00024164160058717243
3708,Addition,14,4,32,3,6.465320038842037e-05
3709,Multiplication,14,4,32,3,0.051381506100005934
3710,KeyGen,14,12,32,3,0.23347472140012543
3711,Encryption,14,12,32,3,0.013129061699874
3712,Decrypt,14,12,32,3,0.0009123063005972654
3713,Addition,14,12,32,3,9.566890003043227e-05
3714,Multiplication,14,12,32,3,0.23977753369981655
3715,KeyGen,14,24,32,3,0.6812328674997843
3716,Encryption,14,24,32,3,0.042529124300199325
3717,Decrypt,14,24,32,3,0.0026104796001163778
3718,Addition,14,24,32,3,0.00012598439934663475
3719,Multiplication,14,24,32,3,0.7145662720999099
3720,KeyGen,14,26,32,3,0.7597789307998027
3721,Encryption,14,26,32,3,0.04710801420005737
3722,Decrypt,14,26,32,3,0.0035097147003398275
3723,Addition,14,26,32,3,0.00013696460009668954
3724,Multiplication,14,26,32,3,0.8135729374997027
3725,KeyGen,14,28,32,3,0.860405664100108
3726,Encryption,14,28,32,3,0.05358208030011156
3727,Decrypt,14,28,32,3,0.003438674299832201
3728,Addition,14,28,32,3,0.00013915069939685054
3729,Multiplication,14,28,32,3,0.9543543131003389
3730,KeyGen,14,30,32,3,0.9873319856997114
3731,Encryption,14,30,32,3,0.060003743499692064
3732,Decrypt,14,30,32,3,0.0038747177000914234
3733,Addition,14,30,32,3,0.00014958579995436594
3734,Multiplication,14,30,32,3,1.0642133181005193
3735,KeyGen,12,18,32,3,0.2726737058001163
3736,Encryption,12,18,32,3,0.01846813540032599
3737,Decrypt,12,18,32,3,0.0014956713996070903
3738,Addition,12,18,32,3,9.91608998447191e-05
3739,Multiplication,12,18,32,3,0.28904267629986863
3740,KeyGen,12,16,32,3,0.2182383897001273
3741,Encryption,12,16,32,3,0.014704065799742238
3742,Decrypt,12,16,32,3,0.0014591248000215273
3743,Addition,12,16,32,3,8.946879970608279e-05
3744,Multiplication,12,16,32,3,0.24274227930000053
3745,KeyGen,12,20,32,3,0.31608077549972224
3746,Encryption,12,20,32,3,0.02172841139981756
3747,Decrypt,12,20,32,3,0.0016553885005123447
3748,Addition,12,20,32,3,0.00010191800029133447
3749,Multiplication,12,20,32,3,0.3461775699004647
3750,KeyGen,12,14,32,3,0.18834685490000994
3751,Encryption,12,14,32,3,0.013102971400076057
3752,Decrypt,12,14,32,3,0.0010192424000706525
3753,Addition,12,14,32,3,8.641259992145934e-05
3754,Multiplication,12,14,32,3,0.19859827189939097
3755,KeyGen,12,22,32,3,0.36331997309971487
3756,Encryption,12,22,32,3,0.027015645100618713
3757,Decrypt,12,22,32,3,0.0019185164994269144
3758,Addition,12,22,32,3,0.00010741809965111315
3759,Multiplication,12,22,32,3,0.4092082388000563
3760,KeyGen,12,8,32,3,0.08744320629994036
3761,Encryption,12,8,32,3,0.005885886100440984
3762,Decrypt,12,8,32,3,0.0004648387999623083
3763,Addition,12,8,32,3,9.158269967883826e-05
3764,Multiplication,12,8,32,3,0.08515043890001835
3765,KeyGen,12,2,32,3,0.022291264300292823
3766,Encryption,12,2,32,3,0.0013139039998350198
3767,Decrypt,12,2,32,3,0.00014090170006966218
3768,Addition,12,2,32,3,5.39760003448464e-05
3769,Multiplication,12,2,32,3,0.019265411700325787
3770,KeyGen,12,6,32,3,0.06256572089987458
3771,Encryption,12,6,32,3,0.0035406902999966404
3772,Decrypt,12,6,32,3,0.00032140709954546763
3773,Addition,12,6,32,3,6.546529984916561e-05
3774,Multiplication,12,6,32,3,0.055321332099993015
3775,KeyGen,12,4,32,3,0.038484257500385866
3776,Encryption,12,4,32,3,0.002311850999831222
3777,Decrypt,12,4,32,3,0.00021703910024371
3778,Addition,12,4,32,3,5.913209970458411e-05
3779,Multiplication,12,4,32,3,0.03426739230053499
3780,KeyGen,12,1,32,3,0.016144788300152868
3781,Encryption,12,1,32,3,0.000990335900132777
3782,Decrypt,12,1,32,3,0.00011729519974323921
3783,Addition,12,1,32,3,5.2241999947000294e-05
3784,Multiplication,12,1,32,3,0.015416316500341054
3785,KeyGen,14,32,32,3,1.130765175599663
3786,Encryption,14,32,32,3,0.0662543435995758
3787,Decrypt,14,32,32,3,0.004370930099685211
3788,Addition,14,32,32,3,0.00015279090002877637
3789,Multiplication,14,32,32,3,1.20397122400027
3790,KeyGen,12,10,32,3,0.10959551400010241
3791,Encryption,12,10,32,3,0.007204351099790074
3792,Decrypt,12,10,32,3,0.0006011714001942891
3793,Addition,12,10,32,3,7.581550016766414e-05
3794,Multiplication,12,10,32,3,0.13205202079989248
3795,KeyGen,12,12,32,3,0.14935557459975826
3796,Encryption,12,12,32,3,0.00991813170039677
3797,Decrypt,12,12,32,3,0.0007870670000556856
3798,Addition,12,12,32,3,8.554160012863576e-05
3799,Multiplication,12,12,32,3,0.15896506709977984
3800,KeyGen,12,24,32,3,0.43392767309997
3801,Encryption,12,24,32,3,0.030263461799768264
3802,Decrypt,12,24,32,3,0.0035628568002721295
3803,Addition,12,24,32,3,0.00012179530021967366
3804,Multiplication,12,24,32,3,0.47000178369999046
3805,KeyGen,12,26,32,3,0.5213064925002981
3806,Encryption,12,26,32,3,0.03455101250001462
3807,Decrypt,12,26,32,3,0.0026088846003403886
3808,Addition,12,26,32,3,0.0001213982999615837
3809,Multiplication,12,26,32,3,0.5612436807001359
3810,KeyGen,12,28,32,3,0.5545946038997499
3811,Encryption,12,28,32,3,0.038720408899825996
3812,Decrypt,12,28,32,3,0.0029401168998447248
3813,Addition,12,28,32,3,0.00012769439999829046
3814,Multiplication,12,28,32,3,0.6532320018995961
3815,KeyGen,10,18,32,3,0.22472122380058862
3816,Encryption,10,18,32,3,0.014425871699495474
3817,Decrypt,10,18,32,3,0.001424210199911613
3818,Addition,10,18,32,3,8.932569980970583e-05
3819,Multiplication,10,18,32,3,0.1782098190000397
3820,KeyGen,10,20,32,3,0.20359829360022558
3821,Encryption,10,20,32,3,0.015377670899761142
3822,Decrypt,10,20,32,3,0.0013832773998728952
3823,Addition,10,20,32,3,9.195670063490979e-05
3824,Multiplication,10,20,32,3,0.21423567609963357
3825,KeyGen,12,30,32,3,0.6234834495000541
3826,Encryption,12,30,32,3,0.046813280999776906
3827,Decrypt,12,30,32,3,0.003369086100428831
3828,Addition,12,30,32,3,0.00013004149950575085
3829,Multiplication,12,30,32,3,0.7535246630999609
3830,KeyGen,10,16,32,3,0.14780882479972207
3831,Encryption,10,16,32,3,0.010430212600476807
3832,Decrypt,10,16,32,3,0.0009718034998513758
3833,Addition,10,16,32,3,8.068449969869106e-05
3834,Multiplication,10,16,32,3,0.14037343759991927
3835,KeyGen,10,22,32,3,0.23513773400045465
3836,Encryption,10,22,32,3,0.01920740170025965
3837,Decrypt,10,22,32,3,0.0019860127998981626
3838,Addition,10,22,32,3,9.452380036236718e-05
3839,Multiplication,10,22,32,3,0.24477704599994468
3840,KeyGen,10,14,32,3,0.10779143190011382
3841,Encryption,10,14,32,3,0.008685981500457273
3842,Decrypt,10,14,32,3,0.0007848189998185262
3843,Addition,10,14,32,3,7.455640006810426e-05
3844,Multiplication,10,14,32,3,0.11218809800047894
3845,KeyGen,10,4,32,3,0.022726838899689027
3846,Encryption,10,4,32,3,0.0016618636000202969
3847,Decrypt,10,4,32,3,0.0001855356000305619
3848,Addition,10,4,32,3,5.306899984134361e-05
3849,Multiplication,10,4,32,3,0.020646519299771172
3850,KeyGen,10,2,32,3,0.013602389199513709
3851,Encryption,10,2,32,3,0.0009695844993984793
3852,Decrypt,10,2,32,3,0.00012353629936114884
3853,Addition,10,2,32,3,4.8608900397084656e-05
3854,Multiplication,10,2,32,3,0.012028835200180766
3855,KeyGen,12,32,32,3,0.6769404425998801
3856,Encryption,12,32,32,3,0.05233393500020611
3857,Decrypt,12,32,32,3,0.004034271700220415
3858,Addition,12,32,32,3,0.00015559700041194445
3859,Multiplication,12,32,32,3,0.8031818568000745
3860,KeyGen,10,6,32,3,0.035649394000211033
3861,Encryption,10,6,32,3,0.0027449223001895008
3862,Decrypt,10,6,32,3,0.00027837230009026827
3863,Addition,10,6,32,3,5.829310030094348e-05
3864,Multiplication,10,6,32,3,0.03319866439996986
3865,KeyGen,10,1,32,3,0.009442202900390839
3866,Encryption,10,1,32,3,0.0006413922004867345
3867,Decrypt,10,1,32,3,0.00010124390028067864
3868,Addition,10,1,32,3,4.825590003747493e-05
3869,Multiplication,10,1,32,3,0.008407442099996842
3870,KeyGen,10,8,32,3,0.051269201599643564
3871,Encryption,10,8,32,3,0.0039012833003653213
3872,Decrypt,10,8,32,3,0.00039468049944844095
3873,Addition,10,8,32,3,6.670430011581629e-05
3874,Multiplication,10,8,32,3,0.04973601849997067
3875,KeyGen,10,24,32,3,0.28226447540000665
3876,Encryption,10,24,32,3,0.02490977039997233
3877,Decrypt,10,24,32,3,0.003976893800427206
3878,Addition,10,24,32,3,9.939189985743723e-05
3879,Multiplication,10,24,32,3,0.2826423306003562
3880,KeyGen,10,10,32,3,0.06862431020053919
3881,Encryption,10,10,32,3,0.005168716500338633
3882,Decrypt,10,10,32,3,0.0004971443995600566
3883,Addition,10,10,32,3,6.868330019642599e-05
3884,Multiplication,10,10,32,3,0.06949015680002049
3885,KeyGen,10,12,32,3,0.08889667929979624
3886,Encryption,10,12,32,3,0.007069943699752912
3887,Decrypt,10,12,32,3,0.0006783979006286245
3888,Addition,10,12,32,3,7.678049951209687e-05
3889,Multiplication,10,12,32,3,0.0921554886001104
3890,KeyGen,10,26,32,3,0.3081342409001081
3891,Encryption,10,26,32,3,0.02356296670041047
3892,Decrypt,10,26,32,3,0.00215041499977815
3893,Addition,10,26,32,3,0.0001009688996418845
3894,Multiplication,10,26,32,3,0.3302303962002043
3895,KeyGen,10,28,32,3,0.4022101643997303
3896,Encryption,10,28,32,3,0.030923118999635336
3897,Decrypt,10,28,32,3,0.0025069638002605645
3898,Addition,10,28,32,3,0.00011019399971701205
3899,Multiplication,10,28,32,3,0.37834576460008973
3900,KeyGen,10,30,32,3,0.373705469500419
3901,Encryption,10,30,32,3,0.03144318190024933
3902,Decrypt,10,30,32,3,0.0028510434000054373
3903,Addition,10,30,32,3,0.00011317509997752496
3904,Multiplication,10,30,32,3,0.4269979264005087
3905,KeyGen,8,16,32,3,0.07171120929997414
